abbreviatedAddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotSize,daysOnZillow,Date_sold,price,zestimate,rentZestimate,propertyTaxRate,taxAssessedValue,taxAssessedYear
7040 SW Terwilliger Blvd,Portland,97219,45.47345352,-122.6841507,1,2,6534,42,6/14/2021,520000,528900,2400,1.12,419220,2020
13450 SW Village Glenn Ct,Tigard,97223,45.42285919,-122.7745895,3,3,7840,35,6/14/2021,570000,577700,2381,1.13,375930,2019
12850 SW Fonner Pond Pl,Tigard,97223,45.42686844,-122.790947,3,3,2613,35,6/14/2021,450000,456100,2243,1.13,352150,2019
10825 SW Errol St,Tigard,97223,45.42959976,-122.7882462,1,3,20037,35,6/14/2021,440000,445900,1794,1.13,362010,2019
16265 NW Liberty St,Portland,97229,45.57406998,-122.8447495,3,4,3484,42,6/14/2021,625000,638300,2681,1.13,213270,2019
8530 SW Schmidt Loop,Tigard,97224,45.40789032,-122.7648926,3,3,2614,35,6/14/2021,542000,549700,2766,1.13,418250,2019
35 N Morgan St,Portland,97217,45.57463837,-122.667572,2,3,4791,45,6/11/2021,650000,662000,2457,1.12,511730,2020
3411 SE Tibbetts St,Portland,97202,45.50073242,-122.6292648,1,3,3920,42,6/11/2021,715000,726700,2607,1.12,609630,2020
8056 SW 4th Ave,Portland,97219,45.46620178,-122.6821213,3,2,11761,42,6/11/2021,725000,735900,2694,1.12,755150,2020
4049 SE Pardee St,Portland,97202,45.48976517,-122.6207123,2,3,6534,42,6/11/2021,675000,685100,2489,1.12,519130,2020
3715 SE Tolman St,Portland,97202,45.47725677,-122.6245575,3,3,4791,42,6/11/2021,725000,735900,2600,1.12,763900,2020
5456 NW 133rd Ave,Portland,97229,45.55871964,-122.8136292,3,6,6098,42,6/11/2021,993000,1011500,4275,1.13,837090,2019
13338 SW Uplands Dr,Tigard,97223,45.42346954,-122.8407364,3,3,5662,38,6/11/2021,538000,546100,2195,1.13,401760,2019
5508 NE Mallory Ave,Portland,97211,45.56290436,-122.6633835,4,3,1742,45,6/11/2021,585000,595800,2962,1.12,504050,2020
4024 SE 32nd Ave,Portland,97202,45.4936676,-122.6324158,3,4,4791,42,6/11/2021,752500,763800,2949,1.12,536950,2020
4617 SW Pomona St,Portland,97219,45.44559097,-122.7244034,2,3,7405,45,6/11/2021,487000,514300,2326,1.12,398710,2020
8428 SW 42nd Ave,Portland,97219,45.46376038,-122.7201996,2,3,12196,45,6/11/2021,555000,565300,2679,1.12,518000,2020
11745 S Riverwood Rd,Portland,97219,45.44015121,-122.6503754,6,5,21344,42,6/11/2021,2000000,2030000,8180,1.12,1743570,2020
11391 S Riverwood Rd,Portland,97219,45.44187546,-122.6515732,4,4,30491,42,6/11/2021,1320000,1339800,5360,1.12,1117060,2020
5007 SE Franklin St,Portland,97206,45.4991188,-122.6109314,1,3,4791,45,6/11/2021,575000,585600,2600,1.12,512860,2020
4428 SE 51st Ave,Portland,97206,45.49085617,-122.6097031,2,3,4791,45,6/11/2021,525000,534700,1995,1.12,435900,2020
13285 NW Greenwood Dr,Portland,97229,45.5607872,-122.8139114,4,4,6098,42,6/11/2021,890000,906600,3909,1.13,715440,2019
6052 SE Flavel St,Portland,97206,45.4683876,-122.6009674,2,3,5662,45,6/11/2021,480000,488900,2295,1.12,327800,2020
6116 NE 21st Ave,Portland,97211,45.56723404,-122.644249,3,3,4791,42,6/11/2021,765000,774400,2480,1.12,502980,2020
1575 NE Jarrett St,Portland,97211,45.56467819,-122.6492538,3,4,2613,42,6/11/2021,730000,739600,3234,1.12,620370,2020
3916 NW Fall Creek Pl,Portland,97229,45.54763794,-122.8316193,3,3,5662,42,6/11/2021,850000,865900,3548,1.13,691480,2019
6834 SW 53rd Ave,Portland,97219,45.47483444,-122.7312241,3,4,10018,42,6/11/2021,720000,730800,3300,1.12,636900,2020
9140 SW Pinebrook St,Tigard,97224,45.41343307,-122.7707596,2,4,7405,38,6/11/2021,522500,530400,2300,1.13,336880,2019
4126 NE 7th Ave,Portland,97211,45.55370712,-122.6583023,3,5,4791,42,6/11/2021,750000,761200,3399,1.12,701890,2020
1278 NW 100th Ter,Portland,97229,45.52865982,-122.779335,4,4,6534,42,6/11/2021,865000,881100,3590,1.13,660790,2019
2939 SE 76th Ave,Portland,97206,45.50070572,-122.5851364,2,3,7405,45,6/11/2021,556000,566300,2330,1.12,438690,2020
5808 SE 23rd Ave,Portland,97202,45.4806633,-122.6423645,2,4,8712,45,6/11/2021,545000,555100,2527,1.12,493990,2020
9515 SW Edgewood St,Tigard,97223,45.42095566,-122.7748871,3,4,14810,38,6/11/2021,540300,548400,2880,1.13,360230,2019
7412 SE Harold St,Portland,97206,45.48284149,-122.5862656,1,3,4791,45,6/11/2021,482000,490900,2166,1.12,353180,2020
4122 SW Primrose St,Portland,97219,45.45923996,-122.7193069,3,3,9832,42,6/11/2021,837500,848800,3198,1.12,713640,2020
12756 NW Ethan Dr,Portland,97229,45.55947876,-122.8079453,3,4,5227,42,6/11/2021,680000,690100,3294,1.13,552100,2019
16305 SW Woodcrest Ave,Tigard,97224,45.40191269,-122.7777176,3,3,6969,38,6/11/2021,530000,538400,2300,1.13,400140,2019
5117 NE 16th Ave,Portland,97211,45.55992508,-122.649025,2,4,4791,42,6/11/2021,665000,674000,2725,1.12,527750,2020
11486 SW Fonner St,Tigard,97223,45.42674637,-122.7948532,3,4,7840,38,6/11/2021,625000,634400,2894,1.13,551000,2019
14911 SW 106th Ave,Tigard,97224,45.41209412,-122.7862778,3,3,1742,38,6/11/2021,340000,341600,1995,1.13,204660,2019
17342 SW 136th Ave,King City,97224,45.39411545,-122.8161926,3,5,4791,38,6/11/2021,622000,631400,2600,1.13,491990,2019
1386 SW Taylors Ferry Ct,Portland,97219,45.45909882,-122.691452,3,4,10018,45,6/11/2021,600000,611100,2910,1.12,386580,2020
16915 SW Matador Ln,King City,97224,45.39757156,-122.8085403,2,2,3484,38,6/11/2021,365000,370800,1963,1.13,276240,2019
7026 N Oatman Ave,Portland,97217,45.57410049,-122.7001266,1,2,7405,45,6/11/2021,603150,621300,2122,1.12,526370,2020
5764 SE Lloyd St,Portland,97222,45.43904114,-122.6040649,2,3,6969,45,6/11/2021,464000,476100,2594,1.08,342062,2020
3908 SE Aldercrest Rd,Portland,97222,45.42733002,-122.6231155,2,3,26653,45,6/11/2021,231000,498200,2452,1.08,439479,2020
4915 SE Mullan St,Portland,97222,45.44948578,-122.6120224,2,3,6969,45,6/11/2021,535000,548900,2932,1.08,457902,2020
3268 N Arlington Pl,Portland,97217,45.58311844,-122.7003784,3,3,2613,45,6/11/2021,485000,494000,2400,1.12,342100,2020
13003 SW 154th Ave,Tigard,97223,45.42606735,-122.8361588,3,3,4356,39,6/9/2021,493000,500700,2349,1.13,391550,2019
6715 N Congress Ave,Portland,97217,45.57144165,-122.6720886,1,2,3484,46,6/9/2021,511000,520700,1979,1.12,392290,2020
6729 SE Mall St,Portland,97206,45.49119568,-122.5934982,1,3,3920,46,6/9/2021,535000,545100,2524,1.12,379050,2020
4724 N Missouri Ave UNIT A,Portland,97217,45.55728912,-122.6777496,2,4,5000,46,6/9/2021,503000,512500,2995,1.12,420290,2020
16105 SW Royalty Pkwy,King City,97224,45.40410233,-122.8013382,1,2,3920,39,6/9/2021,342000,347300,1448,1.13,268850,2019
9435 SW 47th Ave,Portland,97219,45.45694351,-122.7256317,3,3,4791,43,6/9/2021,749622,761200,1895,1.12,550870,2020
10115 SW Lancaster Rd,Portland,97219,45.45217514,-122.7000275,3,3,12196,43,6/9/2021,730000,686200,2595,1.12,476020,2020
4105 SE 80th Ave,Portland,97206,45.49267578,-122.5812149,1,4,3484,49,6/9/2021,360000,367000,2314,1.12,348780,2020
13164 SW Starview Dr,Tigard,97224,45.41549301,-122.8127136,3,4,6098,40,6/9/2021,700000,711300,3095,1.13,575180,2019
7824 N Peninsular Ave,Portland,97217,45.5802803,-122.6969528,1,2,3750,49,6/9/2021,361000,368000,2295,1.12,352940,2020
7710 SW Gentle Woods Dr,Tigard,97224,45.40951538,-122.7564774,2,4,10019,40,6/9/2021,220000,623000,2849,1.13,464490,2019
7130 SE Center St,Portland,97206,45.49364471,-122.5896301,2,4,4791,46,6/9/2021,520000,529900,2600,1.12,395570,2020
4021 SE 45th Ave,Portland,97206,45.49378204,-122.6160507,3,3,2613,47,6/9/2021,624000,636100,2834,1.12,476030,2020
3416 SE Kathryn Ct,Milwaukie,97222,45.46056747,-122.6274643,3,5,6969,47,6/9/2021,630000,647200,2686,1.08,430026,2020
15367 NW Casey Dr,Portland,97229,45.55033112,-122.8358459,3,4,9147,44,6/9/2021,885000,902400,3731,1.13,671550,2019
10655 S Summerville Ave,Portland,97219,45.44842911,-122.6611328,5,4,18295,44,6/9/2021,1073000,1090000,4360,1.12,947660,2020
5936 NE 17th Ave,Portland,97211,45.56584167,-122.6476974,1,3,4791,47,6/9/2021,606000,617800,2590,1.12,464060,2020
11134 SE Home Ave,Portland,97222,45.44239044,-122.6115112,1,2,12196,47,6/9/2021,460000,472600,1821,1.08,318954,2020
6624 N Missouri Ave,Portland,97217,45.57094193,-122.6774292,3,4,4356,47,6/9/2021,549900,560600,2594,1.12,469140,2020
5275 NE 15th Ave,Portland,97211,45.5614357,-122.6499863,3,7,4791,47,6/9/2021,550000,857200,3811,1.12,733820,2020
2948 NW Grace Ter,Portland,97229,45.54089737,-122.7935638,4,5,3920,44,6/9/2021,780000,793200,3295,1.13,361620,2019
14753 NW Olive St,Portland,97229,45.57267761,-122.828186,3,4,4356,43,6/9/2021,800000,813100,3377,1.13,690200,2019
13187 NW Dumar St,Portland,97229,45.54033279,-122.8130569,3,4,13068,43,6/9/2021,736125,750200,2997,1.13,648350,2019
7603 N Omaha Ave,Portland,97217,45.57791519,-122.6904221,1,3,4791,46,6/9/2021,595000,606300,2400,1.12,391690,2020
16034 NW Saint Andrews Dr,Portland,97229,45.54956055,-122.8422012,2,2,5662,43,6/9/2021,729000,738700,2296,1.13,550360,2019
17385 SW Montague Way,Tigard,97224,45.39411545,-122.8174973,3,3,2178,40,6/9/2021,485100,492900,2462,1.13,383650,2019
15626 NW Snowbush Ln,Portland,97229,45.56873703,-122.8378296,3,3,871,46,6/9/2021,502000,513800,2242,1.13,263560,2019
3221 SW Primrose St,Portland,97219,45.45973969,-122.7101364,2,3,8276,46,6/9/2021,551600,562100,1896,1.12,401860,2020
3007 SE 50th Ave,Portland,97206,45.50086975,-122.6115799,4,3,1306,48,6/7/2021,520000,533800,2169,1.12,292550,2020
11610 NW Cyrus Ln,Portland,97229,45.54473495,-122.7964249,4,5,10018,45,6/7/2021,1225000,1249800,5246,1.13,930480,2019
13219 NW Helen Ln,Portland,97229,45.53865051,-122.8130569,3,5,12632,45,6/7/2021,1120000,1142700,4948,1.13,974090,2019
8816 NW Benson St,Portland,97229,45.53822708,-122.7672424,3,4,15681,45,6/7/2021,995000,1011100,4044,1.12,720590,2020
5735 NE 29th Ave,Portland,97211,45.56429291,-122.6363144,1,2,4791,48,6/7/2021,575000,586400,1995,1.12,447980,2020
1243 SW Texas St,Portland,97219,45.4739151,-122.6913147,3,5,6098,45,6/7/2021,862500,876500,2749,1.12,600280,2020
4738 SE Mitchell St,Portland,97206,45.48549271,-122.6137161,2,3,7500,48,6/7/2021,541325,687500,2849,1.12,583540,2020
1020 SE Miller St,Portland,97202,45.46628189,-122.6553879,4,4,3484,45,6/7/2021,965000,980600,3923,1.12,706200,2020
9515 SE 77th Ave,Portland,97222,45.45388031,-122.5847626,2,4,5662,48,6/7/2021,420000,431800,1853,1.08,329523,2020
13397 SW Macbeth Dr,Tigard,97224,45.39881897,-122.8145294,3,4,3920,41,6/7/2021,502000,510400,2395,1.13,410200,2019
13060 SW Carmel St,King City,97224,45.39715576,-122.8113556,1,2,4791,41,6/7/2021,345000,350800,1909,1.13,256160,2019
12285 SW Whistlers Ln,Tigard,97223,45.42132187,-122.8038483,3,5,7840,41,6/7/2021,730000,742200,3100,1.13,585540,2019
2533 SE 34th Ave,Portland,97202,45.50427246,-122.6298218,2,4,3920,45,6/7/2021,825000,838400,2996,1.12,681440,2020
11215 SW 82nd Ave,Tigard,97223,45.43874359,-122.7615128,3,3,13503,41,6/7/2021,519000,527700,2357,1.13,341810,2019
4624 N Commercial Ave,Portland,97217,45.55641556,-122.6708679,2,4,4791,48,6/7/2021,600000,611900,2837,1.12,496810,2020
3710 SE Tibbetts St,Portland,97202,45.50034332,-122.625,2,4,6098,46,6/6/2021,685000,696400,2594,1.12,576860,2020
13045 SW Grant Ave,Tigard,97223,45.42565918,-122.783638,2,4,10018,42,6/6/2021,436000,443500,2395,1.13,338060,2019
5254 NE 30th Ave,Portland,97211,45.56109619,-122.6345596,2,2,4791,49,6/6/2021,620000,632600,2423,1.12,556910,2020
9905 SE Bell Ave,Portland,97222,45.45084381,-122.5931625,1,3,17980,49,6/6/2021,90000,344400,2195,1.08,312386,2020
4244 SE Mason Ln,Portland,97222,45.45606613,-122.6193008,1,1,8712,49,6/6/2021,317000,326100,1558,1.08,249352,2020
11006 SE 55th Ave,Portland,97222,45.44362259,-122.6060562,3,4,10018,49,6/6/2021,560000,577500,2234,1.08,449322,2020
5423 NE 19th Ave,Portland,97211,45.56241989,-122.64608,2,2,3484,49,6/6/2021,630000,642800,2503,1.12,535770,2020
4827 SW Vacuna St,Portland,97219,45.44203186,-122.7264862,2,3,4791,51,6/6/2021,308000,314300,2227,1.12,376240,2020
9715 SW Quail Post Rd,Portland,97219,45.4549675,-122.7034073,3,3,4791,49,6/6/2021,575000,586700,2635,1.12,450470,2020
3545 SE 77th Ave,Portland,97206,45.49658203,-122.5838318,2,3,8712,25,6/6/2021,582500,581900,2000,1.12,339590,2020
6603 SE Carlton St,Portland,97206,45.47843933,-122.595787,1,3,4791,49,6/6/2021,580000,591800,2524,1.12,366540,2020
12996 SW Hazelcrest Way,Tigard,97224,45.41062164,-122.81073,3,5,6098,42,6/6/2021,697000,709000,3599,1.13,543700,2019
10980 SW Summer Lake Dr,Tigard,97223,45.44065094,-122.8086777,2,2,4356,42,6/6/2021,500000,509000,2145,1.13,372160,2019
1840 N Winchell St,Portland,97217,45.58003616,-122.6856384,2,4,4791,46,6/6/2021,800000,813300,2795,1.12,498460,2020
13020 SW 107th Ct,Tigard,97223,45.42593765,-122.7880783,2,3,6969,42,6/6/2021,529410,538900,2534,1.13,374720,2019
6721 SE 63rd Ave,Portland,97206,45.47385025,-122.5985413,2,4,8712,51,6/6/2021,40000,529500,2598,1.12,397310,2020
5233 NE 18th Ave,Portland,97211,45.56087494,-122.6470642,1,3,4791,46,6/6/2021,702000,712300,2594,1.12,488610,2020
5619 SE Nehalem St,Portland,97206,45.46605682,-122.6053925,1,3,5000,54,6/3/2021,290000,393100,1975,1.12,279650,2020
8229 SE 70th Ave,Portland,97206,45.46368027,-122.5917358,1,2,5227,18,6/3/2021,472900,505800,1995,1.12,323430,2020
8541 SE 75th Ave,Portland,97206,45.46174622,-122.5869827,3,3,2613,54,6/3/2021,365000,372900,2445,1.12,313840,2020
6944 SE Gladstone St,Portland,97206,45.49299622,-122.5914841,1,3,4791,53,6/3/2021,505000,516200,1995,1.12,348020,2020
1835 NE Skidmore St,Portland,97211,45.55457687,-122.6463928,3,4,6534,50,6/3/2021,807500,822200,2999,1.12,715430,2020
16840 NW Crossvine St,Portland,97229,45.57691574,-122.8509064,4,6,6098,50,6/3/2021,1055000,1076200,4520,1.13,808650,2019
9936 NW Wind Ridge Dr,Portland,97229,45.55832672,-122.7788544,8,5,222155,50,6/3/2021,2300000,2337700,9369,1.12,2032400,2020
11725 NW West Rd,Portland,97229,45.54398727,-122.7973022,2,4,7840,49,6/3/2021,671000,686000,3164,1.13,537980,2019
15563 NW Par Ct,Portland,97229,45.55338287,-122.8375626,2,2,5662,49,6/3/2021,808000,826100,3415,1.13,621530,2019
9637 NW Engleman St,Portland,97229,45.53504181,-122.7764359,4,4,7840,49,6/3/2021,819000,833600,3527,1.12,654980,2020
5324 NE 28th Ave #A,Portland,97211,45.56190491,-122.6365509,6,10,3920,50,6/3/2021,1250000,1272800,5091,1.12,886580,2020
4123 SE 15th Ave,Portland,97202,45.49300385,-122.6506805,3,3,4791,53,6/3/2021,580000,592800,2594,1.12,404200,2020
12665 SW Sorrel Dock Ct,Tigard,97223,45.44112015,-122.8068771,2,3,6010,7,6/3/2021,568300,571469,2450,1.13,450470,2019
6831 N Albina Ave,Portland,97217,45.57226181,-122.6751785,3,5,3920,49,6/3/2021,723000,735900,2949,1.12,657890,2020
1204 NE Lenore St,Portland,97211,45.57043457,-122.6523895,3,5,4791,49,6/3/2021,776000,789800,2951,1.12,593030,2020
3820 SE Lexington St,Portland,97202,45.46617889,-122.6230621,2,3,7405,52,6/3/2021,548000,559900,2354,1.12,463120,2020
6224 SE 72nd Ave,Portland,97206,45.47769547,-122.5889893,1,2,5662,54,6/3/2021,370000,378000,2432,1.12,376500,2020
3923 SE Tibbetts St,Portland,97202,45.50072861,-122.6220398,2,3,3920,52,6/3/2021,600000,675300,2795,1.12,466340,2020
7604 SE Tolman St,Portland,97206,45.47735214,-122.5849838,1,3,4791,53,6/3/2021,535000,546800,2495,1.12,360950,2020
1805 SE Sherrett St,Portland,97202,45.46168518,-122.6458588,1,2,4791,52,6/3/2021,478500,488900,1832,1.12,408440,2020
2731 SE 17th Ave,Portland,97202,45.50296783,-122.6489792,2,4,1434,52,6/3/2021,510000,521100,2996,1.12,500460,2020
3522 SW Canby St,Portland,97219,45.46873093,-122.7133942,2,3,4791,49,6/3/2021,708000,720600,2716,1.12,549160,2020
8448 SW 43rd Ave,Portland,97219,45.46380615,-122.7216797,3,5,4791,49,6/3/2021,827500,841600,3272,1.12,199000,2020
12496 NW Hartford St,Portland,97229,45.54304123,-122.8051834,3,5,14374,50,6/3/2021,1020000,1043300,4323,1.13,883710,2019
9621 NW Henry Ct,Portland,97229,45.54611588,-122.7758255,3,4,7405,50,6/3/2021,849900,863800,3994,1.12,637250,2020
5521 SE 41st Ave,Portland,97202,45.48244858,-122.6209259,2,3,4791,53,6/3/2021,482000,492700,2598,1.12,398150,2020
6123 NE 34th Ave,Portland,97211,45.56742477,-122.6299515,3,3,3484,49,6/3/2021,742000,753900,3069,1.12,653590,2020
8842 NW Kearney St,Portland,97229,45.5293541,-122.7684326,4,4,4791,49,6/3/2021,852000,868000,3616,1.13,613840,2019
5078 NW 149th Ter,Portland,97229,45.55647278,-122.8308105,4,5,3049,52,6/3/2021,636925,654000,2749,1.13,172400,2019
7165 SW Ventura Dr,Tigard,97223,45.44830322,-122.7513428,3,4,8276,45,6/3/2021,470000,479200,2562,1.13,462910,2019
12483 SW Morning Hill Dr,Tigard,97223,45.42967224,-122.8134766,2,3,7405,45,6/3/2021,615000,626600,2434,1.13,411040,2019
5025 SE Brookside Dr,Portland,97222,45.45824051,-122.6110077,3,4,8276,30,6/3/2021,575000,582800,2495,1.08,415522,2020
17546 SW 128th Ave,Tigard,97224,45.39286423,-122.8087997,3,4,7405,45,6/3/2021,575000,585800,2600,1.13,458590,2019
9959 SW Landau Pl,Tigard,97223,45.44819641,-122.7555847,3,3,8276,45,6/3/2021,690000,703000,3086,1.13,532550,2019
15120 SW 81st Ave,Tigard,97224,45.41062546,-122.7600708,4,4,16552,45,6/3/2021,854000,870700,3600,1.13,659200,2019
4236 SE 33rd Ave,Portland,97202,45.49221039,-122.6314316,3,5,4791,49,6/3/2021,870000,885500,2995,1.12,611350,2020
3624 SE Rex St,Portland,97202,45.46823502,-122.6256409,3,6,7405,49,6/3/2021,906750,923300,3691,1.12,663890,2020
3824 SE 27th Ave,Portland,97202,45.49507904,-122.6383133,2,3,4791,50,6/3/2021,790000,804400,3157,1.12,590320,2020
3725 SE Martins St,Portland,97202,45.47867966,-122.6241608,4,4,4791,50,6/3/2021,1101000,1121100,4484,1.12,1016570,2020
4115 SE Jackson St,Milwaukie,97222,45.44612885,-122.6205292,2,5,5227,52,6/3/2021,600000,618300,2600,1.08,433887,2020
4679 SE Mason Hill Dr,Portland,97222,45.45719147,-122.6151276,2,3,8712,52,6/3/2021,522500,538500,2725,1.08,336626,2020
13707 SW White Cedar Pl,Tigard,97223,45.41953278,-122.8187256,3,4,13068,45,6/3/2021,825000,841100,3732,1.13,597370,2019
4645 SE Washington St,Portland,97222,45.4432373,-122.6141968,2,3,7405,52,6/3/2021,351000,441000,2216,1.08,294637,2020
13708 SE Fernridge Ave,Portland,97222,45.42411423,-122.6234741,3,3,21780,53,6/3/2021,564000,581600,2995,1.08,430963,2020
10350 SW Kable St,Tigard,97224,45.4088974,-122.7836838,3,4,15245,45,6/3/2021,500000,509400,2428,1.13,483300,2019
14565 SW 141st Ave,Tigard,97224,45.41436005,-122.8230286,2,5,22215,45,6/3/2021,585000,596000,2428,1.13,482950,2019
14895 SW Pennie Ln,Tigard,97224,45.41337967,-122.8301544,3,4,6098,45,6/3/2021,730000,744300,3480,1.13,604540,2019
8062 SW Carol Ann Ct,Tigard,97224,45.40453339,-122.7602768,3,3,3049,46,6/3/2021,442000,450600,2195,1.13,321060,2019
14725 SW Catalina Dr,Tigard,97223,45.4250145,-122.8283539,3,3,3049,45,6/3/2021,481000,490100,2050,1.13,335690,2019
12940 SW Kameron Way,Tigard,97223,45.42684937,-122.8316422,3,4,3920,45,6/3/2021,510000,532400,2462,1.13,388930,2019
13320 SW Howard Dr,Tigard,97223,45.42277527,-122.7981033,3,5,14810,46,6/3/2021,650000,662600,2496,1.13,478670,2019
11230 SW North Dakota St,Tigard,97223,45.43877029,-122.7924576,4,5,10454,46,6/3/2021,700000,713600,3764,1.13,584790,2019
9920 SW Kable St,Tigard,97224,45.40894318,-122.7788467,2,3,6098,46,6/3/2021,492000,501900,2335,1.13,344860,2019
11560 SW 90th Ave,Tigard,97223,45.43647003,-122.7689362,2,3,9583,46,6/3/2021,260000,265800,1900,1.13,319060,2019
12687 SW Watkins Ave,Tigard,97223,45.42831421,-122.7838516,2,3,7405,46,6/3/2021,510000,519900,2299,1.13,409170,2019
9650 SE 75th Ave,Portland,97222,45.45252609,-122.586174,1,3,5662,52,6/3/2021,369900,407100,1928,1.08,271033,2020
3622 N Farragut St,Portland,97217,45.57913589,-122.7040863,3,4,4791,52,6/3/2021,650000,664100,2923,1.12,419010,2020
2829 N Russet St,Portland,97217,45.57798767,-122.696228,2,3,4791,52,6/3/2021,575000,587500,2400,1.12,441500,2020
6344 NE 8th Ave,Portland,97211,45.56892014,-122.6569366,2,2,5662,52,6/3/2021,623000,636500,2364,1.12,506890,2020
6549 NW Connery Ter,Portland,97229,45.56721878,-122.8274612,3,3,2613,53,6/3/2021,521000,535300,2250,1.13,427340,2019
3115 NE Prescott St,Portland,97211,45.55557251,-122.6334229,2,3,3920,53,6/3/2021,575000,587700,2799,1.12,503540,2020
6917 N Michigan Ave,Portland,97217,45.57288742,-122.6770325,1,2,4356,52,6/3/2021,500000,510800,1834,1.12,419740,2020
735 SW Caldew Dr,Portland,97219,45.47224426,-122.686264,3,3,7840,52,6/3/2021,500000,510800,2795,1.12,444300,2020
9540 SW 62nd Dr,Portland,97219,45.45679855,-122.7396088,1,2,13068,52,6/3/2021,505000,516000,2130,1.12,415290,2020
6603 NE 24th Ave,Portland,97211,45.57064056,-122.6415634,2,3,2613,53,6/3/2021,540000,552000,2766,1.12,527760,2020
11042 SW 51st Ave,Portland,97219,45.44548798,-122.7288132,2,3,1817,53,6/3/2021,478000,488600,2594,1.12,391010,2020
4520 N Congress Ave,Portland,97217,45.55573654,-122.6716995,2,2,2613,53,6/3/2021,615000,628600,2302,1.12,513800,2020
3940 SW Huber St,Portland,97219,45.45193863,-122.7177124,3,3,7405,53,6/3/2021,518500,530000,2810,1.12,424390,2020
6712 NE Bellevue Ave,Portland,97211,45.57133484,-122.6534195,2,3,7840,53,6/3/2021,500000,605700,2300,1.12,518940,2020
3540 N Alaska Pl,Portland,97217,45.58769226,-122.703331,1,3,6969,52,6/3/2021,550000,561900,1957,1.12,378660,2020
4755 SW Caldew St APT C,Portland,97219,45.47280502,-122.7255173,1,3,26571,54,6/3/2021,175000,326200,2292,1.12,271270,2020
12333 SE Oatfield Rd,Portland,97222,45.43447113,-122.6305771,3,4,15245,52,6/3/2021,665000,685300,3283,1.08,551393,2020
1144 SE Tenino St,Portland,97202,45.46344757,-122.6539841,3,5,4791,50,6/3/2021,1289000,1312500,5250,1.12,383300,2020
1135 NW 93rd Ave,Portland,97229,45.52747345,-122.7730865,3,3,3049,55,6/1/2021,591000,607900,2335,1.13,480170,2019
7548 N Chautauqua Blvd,Portland,97217,45.57785034,-122.7075653,3,3,4791,55,6/1/2021,550000,581300,2795,1.12,467660,2020
4634 NW 126th Pl,Portland,97229,45.55316162,-122.806427,3,3,3920,24,6/1/2021,685500,692200,2990,1.13,551120,2019
2816 N Halleck St,Portland,97217,45.5824852,-122.6959229,2,3,4791,55,6/1/2021,592940,606600,2592,1.12,389540,2020
5706 SE 44th Ave,Portland,97206,45.48111725,-122.6171494,1,3,10018,55,6/1/2021,599372,613200,2522,1.12,551360,2020
2631 SE 81st Ave,Portland,97206,45.50376129,-122.5801086,1,3,6098,54,6/1/2021,612500,626300,2100,1.12,448950,2020
4108 SE Nehalem St,Portland,97202,45.46548843,-122.6207657,2,2,9147,54,6/1/2021,530000,542000,2220,1.12,582770,2020
2640 SE 61st Ave,Portland,97206,45.50352478,-122.6000214,2,3,5662,55,6/1/2021,600000,613800,1995,1.12,450300,2020
6309 SE 68th Pl,Portland,97206,45.47709274,-122.5927887,3,4,3484,55,6/1/2021,650000,665000,2849,1.12,531160,2020
2928 SE Tacoma St,Portland,97202,45.46304321,-122.6324615,1,3,6098,55,6/1/2021,480000,491100,2324,1.12,409930,2020
6153 SE Malden St,Portland,97206,45.4681282,-122.5997925,3,4,5227,55,6/1/2021,492450,503800,2765,1.12,386840,2020
4340 SE 9th Ave,Portland,97202,45.49156952,-122.6550217,1,2,2875,56,6/1/2021,365000,489400,2417,1.12,361590,2020
10067 SW Lady Marion Dr,Tigard,97224,45.41079712,-122.780983,3,4,10018,47,6/1/2021,700000,713900,3149,1.13,530930,2019
12990 SW Pacific Hwy,Tigard,97223,45.42584229,-122.7790909,2,3,13939,47,6/1/2021,600000,483600,2496,1.13,311030,2019
6620 SW Kingsview Ct,Tigard,97223,45.45320892,-122.7455444,3,3,7405,48,6/1/2021,525000,536100,2400,1.13,429250,2019
11008 SW Mallow Ter,Tigard,97223,45.44042587,-122.8160095,3,2,871,47,6/1/2021,325000,331500,1950,1.13,289390,2019
10425 SW Greenleaf Ter,Tigard,97224,45.40695953,-122.7851639,2,2,3484,48,6/1/2021,425000,433700,2694,1.13,356810,2019
8190 SW Norfolk Ln,Tigard,97224,45.40981674,-122.7614441,3,5,4791,48,6/1/2021,748000,765400,3293,1.13,617260,2019
11775 SW Manzanita St,Tigard,97223,45.44023132,-122.7975998,2,3,8712,48,6/1/2021,510000,520400,2350,1.13,382730,2019
8844 N Peninsular Ave,Portland,97217,45.58692169,-122.6969757,1,2,2613,57,6/1/2021,369000,377500,1895,1.12,293390,2020
13818 SW Leah Ter,Tigard,97224,45.41580582,-122.8193588,2,4,10890,48,6/1/2021,605000,617400,3249,1.13,508470,2019
6618 SE 51st Ave,Portland,97206,45.47472,-122.6101685,2,3,6098,56,6/1/2021,310000,326200,2813,1.12,287310,2020
7944 SE 45th Ave,Portland,97206,45.46572876,-122.6155853,1,2,5227,56,6/1/2021,265000,341200,1877,1.12,232390,2020
1217 SW Hume Ct,Portland,97219,45.46508789,-122.6908569,2,3,4791,54,6/1/2021,525000,536900,2075,1.12,363670,2020
