abbreviatedAddress,city,zipcode,latitude,longitude,bathrooms,bedrooms,lotSize,daysOnZillow,Date_sold,price,zestimate,rentZestimate,propertyTaxRate,taxAssessedValue,taxAssessedYear
849 NE Sumner St,Portland,97211,45.56080246,-122.6564484,3,3,3049,164,2/12/2021,500000,537200,2495,1.12,478540,2020
11127 S Southridge Dr,Portland,97219,45.44465637,-122.6739807,5,6,19166,161,2/12/2021,750000,797800,5147,1.12,993810,2020
1126 NE Lenore St,Portland,97211,45.56978607,-122.6534348,1,2,5000,166,2/12/2021,240992,492000,1995,1.12,382100,2020
11517 SW 27th Ave,Portland,97219,45.44270325,-122.7052307,3,4,11325,161,2/12/2021,767700,816600,3423,1.12,583390,2020
2227 NE Ainsworth St,Portland,97211,45.56659317,-122.6428528,2,4,4791,161,2/12/2021,677500,720700,3096,1.12,609920,2020
6101 SE Ramona St,Portland,97206,45.48118973,-122.6009521,2,5,9583,161,2/12/2021,680000,723300,2865,1.12,671510,2020
8237 SE 62nd Ave,Portland,97206,45.46390915,-122.5999527,3,4,8276,164,2/12/2021,560000,601600,3065,1.12,573910,2020
10421 SW 14th Dr,Portland,97219,45.4497261,-122.6933823,3,3,10890,161,2/12/2021,875000,930800,3733,1.12,642760,2020
2822 NE Emerson St,Portland,97211,45.56139755,-122.6361313,2,3,3920,161,2/12/2021,730000,776500,3027,1.12,658860,2020
6429 NE 31st Ave,Portland,97211,45.56954956,-122.6341705,2,3,4791,161,2/12/2021,660000,702100,2594,1.12,482110,2020
12290 SW Marion St,Tigard,97223,45.42368317,-122.803093,2,3,14810,157,2/12/2021,485000,524800,2627,1.13,460000,2019
7436 SE 20th Ave,Portland,97202,45.47105408,-122.6441727,2,3,4791,163,2/10/2021,711000,757000,2749,1.12,687550,2020
4622 SE 35th Ave,Portland,97202,45.48946762,-122.6281128,3,3,3049,165,2/10/2021,620000,666400,2934,1.12,572960,2020
7306 SE 30th Ave,Portland,97202,45.47187805,-122.632103,2,3,4791,162,2/10/2021,660000,702400,2712,1.12,717410,2020
4112 SE Francis St,Portland,97202,45.49453354,-122.6195221,1,2,4791,168,2/10/2021,263000,497700,2423,1.12,379100,2020
4115 N Concord Ave,Portland,97217,45.55369949,-122.6854095,3,4,4791,163,2/10/2021,675000,718600,2719,1.12,698230,2020
7865 SW Bond St,Tigard,97224,45.40561676,-122.7575226,2,3,5227,158,2/10/2021,510000,552200,2300,1.13,373810,2019
3015 NW Spencer St,Portland,97229,45.54491043,-122.7760544,3,4,8712,163,2/10/2021,875000,931600,3736,1.12,786630,2020
8995 SW Center St,Tigard,97223,45.43289566,-122.7695923,1,3,10019,159,2/10/2021,305000,330400,2495,1.13,213010,2019
12264 NW Ashbrook Dr,Portland,97229,45.55161285,-122.8034821,3,3,4356,162,2/10/2021,844995,917600,3759,1.12,84550,2019
1927 SE Harold St,Portland,97202,45.48337173,-122.6459503,1,3,6098,166,2/10/2021,542500,583300,2594,1.12,477340,2020
5925 N Delaware Ave,Portland,97217,45.56607437,-122.6928482,3,5,4791,166,2/10/2021,581156,624900,2995,1.12,570610,2020
4911 NE 35th Pl,Portland,97211,45.55853271,-122.6278305,3,3,1742,165,2/10/2021,548000,591100,2598,1.12,420270,2020
838 NE Sumner St,Portland,97211,45.56043243,-122.6566238,2,4,4356,165,2/10/2021,525000,564300,2594,1.12,504160,2020
11708 S Summerville Ave,Portland,97219,45.44078445,-122.6607208,6,5,31363,163,2/10/2021,2045000,2177200,8735,1.12,1837010,2020
6105 NE 17th Ave,Portland,97211,45.56707764,-122.6483154,1,3,4791,166,2/10/2021,488250,526900,2398,1.12,381800,2020
5910 SW Multnomah Blvd,Portland,97219,45.46689224,-122.737999,2,2,16552,166,2/10/2021,500000,537600,2422,1.12,522090,2020
8828 SW 49th Ave,Portland,97219,45.46127319,-122.7270508,3,4,4791,166,2/10/2021,615000,661300,3432,1.12,585100,2020
1728 NW 143rd Ave,Portland,97229,45.53210449,-122.8220978,3,3,1664,167,2/10/2021,285000,411100,2233,1.13,282930,2019
5200 SW Dolph Ct,Portland,97219,45.46170425,-122.7306213,3,3,3049,165,2/10/2021,535000,575300,2662,1.12,427350,2020
4016 NE Skidmore St,Portland,97211,45.55347443,-122.6220093,2,3,4791,165,2/10/2021,615000,661000,2910,1.12,572370,2020
10212 SE 51st Ave,Portland,97222,45.44904709,-122.6103516,3,4,8485,165,2/10/2021,447000,556500,2833,1.08,424721,2020
7105 SW Kelsi Ter,Portland,97223,45.46787643,-122.7460327,4,4,4356,159,2/10/2021,815000,882900,3627,1.13,635250,2019
10917 N Moore Ave,Portland,97217,45.60207748,-122.6675568,2,3,2500,168,2/10/2021,368000,397100,2565,1.12,317780,2020
7024 N Mississippi Ave,Portland,97217,45.57381821,-122.6761169,1,2,2613,167,2/10/2021,370000,399000,1794,1.12,331140,2020
5512 NW 164th Ave,Portland,97229,45.55979919,-122.8460999,3,4,7840,166,2/10/2021,626000,684800,2974,1.13,575980,2019
8884 NW Savoy Ln,Portland,97229,45.53338242,-122.7688217,4,5,6534,164,2/9/2021,925000,1002700,4119,1.13,902340,2019
7045 SE Rhone St,Portland,97206,45.49584961,-122.5902328,2,3,3709,169,2/9/2021,95400,461500,2292,1.12,343090,2020
728 NW Skyline Blvd,Portland,97229,45.52894974,-122.7570724,3,4,20473,164,2/9/2021,1717500,1829300,7339,1.12,721550,2020
14728 SW Rosario Ln,Tigard,97224,45.40353775,-122.829567,3,4,4791,160,2/9/2021,670000,726300,3266,1.13,627420,2019
6147 SE Lambert St,Portland,97206,45.46744919,-122.5999908,1,3,4791,169,2/9/2021,360000,388600,2263,1.12,298520,2020
3920 SE 79th Ave,Portland,97206,45.49403381,-122.5823517,1,3,4950,169,2/9/2021,83000,500900,2296,1.12,364980,2020
8121 N Mississippi Ave,Portland,97217,45.58192444,-122.6766281,3,3,4791,167,2/9/2021,580000,624000,2797,1.12,604700,2020
10226 SE 41st Ct,Milwaukie,97222,45.44930649,-122.6204376,2,3,6534,167,2/9/2021,461500,511900,2595,1.08,321147,2020
13348 SW Alpine Vw,Tigard,97224,45.41637039,-122.8141403,3,3,4791,160,2/9/2021,571000,619000,2695,1.13,479170,2019
5254 NE Mallory Ave,Portland,97211,45.56133652,-122.6633987,2,3,4791,143,2/9/2021,530000,833600,2600,1.12,566800,2020
4031 SE Crystal Springs Blvd,Portland,97202,45.46517181,-122.6211395,2,3,4791,168,2/7/2021,586000,630700,1995,1.12,390780,2020
1923 SE Tenino St,Portland,97202,45.46382141,-122.6444931,3,3,2613,168,2/7/2021,500000,538100,2543,1.12,394110,2020
6625 N Boston Ave,Portland,97217,45.57126617,-122.6917877,2,3,7405,168,2/7/2021,548500,644400,2300,1.12,524590,2020
3335 NE Prescott St,Portland,97211,45.55540466,-122.6298676,3,4,4791,144,2/7/2021,587500,622400,2695,1.12,525510,2020
16129 SW Tuscany St,Tigard,97223,45.42107773,-122.8429413,3,4,4792,161,2/7/2021,513000,556400,2622,1.13,423440,2019
11245 SW 112th Ave,Tigard,97223,45.43880844,-122.7920151,3,4,8712,161,2/7/2021,553000,599800,2862,1.13,494500,2019
14915 SW Hawk Ridge Rd,Tigard,97224,45.4101181,-122.8300781,4,4,28314,161,2/7/2021,726000,787400,2896,1.13,607740,2019
10173 SW 69th Ave,Tigard,97223,45.44648361,-122.7473145,3,5,6098,161,2/7/2021,710000,769900,3058,1.13,616010,2019
7187 NW Eleanor Ave,Portland,97229,45.57237625,-122.8312912,3,2,1742,173,2/4/2021,367990,403700,1982,1.13,172820,2019
5425 SE Division St,Portland,97206,45.50554276,-122.6064377,2,3,4356,171,2/4/2021,519000,559400,2894,1.12,481470,2020
2225 NE Jarrett St,Portland,97211,45.56457901,-122.6428299,3,3,2613,169,2/4/2021,775000,827200,3099,1.12,695710,2020
5023 SE Appenine Way,Portland,97222,45.43813324,-122.6105957,2,3,6969,171,2/4/2021,470000,522700,2694,1.08,382747,2020
11100 SW 95th Ave,Tigard,97223,45.43971252,-122.7741699,2,4,8276,164,2/4/2021,415000,450900,3058,1.13,402630,2019
13648 SW Lauren Ln,Tigard,97223,45.42520523,-122.8177414,3,4,7405,165,2/4/2021,584225,635100,2813,1.13,516570,2019
15367 SW Summerview Dr,Tigard,97224,45.40863419,-122.8074265,3,4,5227,164,2/4/2021,612500,733900,3100,1.13,579250,2019
13329 SW Pipit Ln,Tigard,97224,45.41726685,-122.8140945,3,3,5227,164,2/4/2021,530000,575800,2594,1.13,453070,2019
9425 SW Brentwood Pl,Tigard,97224,45.4050827,-122.7736588,2,2,3920,164,2/4/2021,338000,362900,2462,1.13,359300,2019
6446 SE Cedarcrest Dr,Milwaukie,97222,45.4322319,-122.5967255,2,3,6969,172,2/4/2021,435000,484100,2521,1.08,397712,2020
345 N Lotus Beach Dr,Portland,97217,45.6072464,-122.670639,3,2,4791,172,2/4/2021,595000,641600,3599,1.12,720280,2020
1151 NW 122nd Ave,Portland,97229,45.52814102,-122.8030701,3,3,12196,171,2/4/2021,586500,643500,3065,1.13,543850,2019
5612 NE 31st Ave,Portland,97211,45.56347656,-122.6335526,3,5,4791,168,2/4/2021,722451,770800,2897,1.12,577970,2020
3245 N Willamette Blvd,Portland,97217,45.5707016,-122.7000732,3,5,6098,169,2/4/2021,690000,736500,3727,1.12,605510,2020
2908 NW Birkendene St,Portland,97229,45.54346085,-122.7639847,4,4,17424,168,2/4/2021,875000,933500,3745,1.12,1043280,2020
3729 NW 144th Pl,Portland,97229,45.54634476,-122.8253098,4,5,7840,168,2/4/2021,791000,862000,3530,1.13,656530,2019
1369 NW 114th Ave,Portland,97229,45.52925873,-122.7950745,4,5,5662,168,2/4/2021,799900,871700,3569,1.13,732490,2019
1525 NE Marine Dr,Portland,97211,45.60268784,-122.6491776,6,5,26571,168,2/4/2021,2650000,2827200,11345,1.12,2098170,2020
3751 SE Franklin St,Portland,97202,45.4992981,-122.6241531,2,4,3920,168,2/4/2021,675000,720100,2594,1.12,656090,2020
7736 SE Milwaukie Ave,Portland,97202,45.46889496,-122.6478348,3,3,4791,169,2/4/2021,675000,720400,2600,1.12,622020,2020
15663 NW Ryegrass St,Portland,97229,45.56545639,-122.8382416,3,4,6969,172,2/4/2021,650000,713600,2963,1.13,555500,2019
6304 N Burrage Ave,Portland,97217,45.56832886,-122.6942368,2,3,4791,171,2/4/2021,602000,648800,2594,1.12,510670,2020
9312 SE 42nd Ave,Milwaukie,97222,45.45531845,-122.6198273,2,3,10018,172,2/4/2021,505000,562000,2549,1.08,495478,2020
11006 SW 60th Ave,Portland,97219,45.44596863,-122.7382889,2,4,7840,171,2/4/2021,550000,592800,2949,1.12,492980,2020
9331 SW 13th Dr,Portland,97219,45.45702744,-122.6921387,3,3,4356,171,2/4/2021,595000,641300,2949,1.12,538710,2020
7416 SW Capitol Hwy,Portland,97219,45.47042847,-122.7073898,4,3,2613,171,2/4/2021,520000,571200,2650,1.12,482050,2020
3665 SW Baird St,Portland,97219,45.4575882,-122.7152863,4,4,6098,168,2/4/2021,700000,745300,2195,1.12,533350,2020
12598 SW Dickson St,Tigard,97224,45.40090179,-122.8065948,2,2,5662,164,2/4/2021,387000,478100,2131,1.13,365860,2019
6935 SE Rhone St,Portland,97206,45.49582291,-122.5914764,3,4,6969,171,2/4/2021,615000,662800,2565,1.12,489050,2020
5815 NE Rodney Ave,Portland,97211,45.56542969,-122.665062,3,3,4791,171,2/4/2021,477000,514100,2500,1.12,493300,2020
712 NW 118th Ave,Portland,97229,45.52549362,-122.7966766,2,2,435,164,2/4/2021,358000,388900,1864,1.13,317820,2019
3181 SE 78th Ave,Portland,97206,45.49926758,-122.5831451,3,3,2613,171,2/4/2021,525000,565800,2425,1.12,434890,2020
7624 S Fulton Park Pl,Portland,97219,45.46897888,-122.6735992,2,4,4791,171,2/4/2021,590000,635900,3149,1.12,527370,2020
6027 N Minnesota Ave,Portland,97217,45.56686783,-122.6794434,2,7,6534,171,2/4/2021,560000,603500,2878,1.12,504380,2020
118 NE Skidmore St,Portland,97211,45.55443192,-122.6642685,2,3,2613,172,2/4/2021,539000,581200,2995,1.12,486640,2020
1623 SW Spring Garden St,Portland,97219,45.46370316,-122.6947861,2,4,5000,173,2/2/2021,500000,539400,2934,1.12,497780,2020
8125 SE Cooper St,Portland,97206,45.47372818,-122.5800095,2,4,12000,175,2/2/2021,350000,378900,3291,1.12,529520,2020
4205 N Massachusetts Ave,Portland,97217,45.55396652,-122.6823578,3,5,4791,173,2/2/2021,568200,612900,2719,1.12,592370,2020
7219 SE Harold St,Portland,97206,45.48327637,-122.5886307,3,5,4791,173,2/2/2021,582000,627800,2600,1.12,362430,2020
6706 N Concord Ave,Portland,97217,45.57134247,-122.6839523,2,2,5000,173,2/2/2021,550000,593300,2392,1.12,360610,2020
15423 SW 144th Ter,Tigard,97224,45.40827942,-122.8250504,3,5,4791,166,2/2/2021,560000,609100,3380,1.13,508370,2019
3431 NW 109th Ter,Portland,97229,45.54436493,-122.7890778,3,4,6534,170,2/2/2021,673000,734300,3024,1.13,537320,2019
6313 SE 65th Ave,Portland,97206,45.47703552,-122.5974274,3,4,3049,173,2/2/2021,550000,593300,2995,1.12,486810,2020
8029 SE Carlton St,Portland,97206,45.4784317,-122.5807343,1,2,7840,177,2/1/2021,335000,495300,2181,1.12,446320,2020
3126 SE Washington St,Milwaukie,97222,45.44287872,-122.6302872,2,3,9147,175,2/1/2021,389000,433700,2594,1.08,457616,2020
6424 SE Monroe St,Portland,97222,45.44440842,-122.5965347,1,2,8104,174,2/1/2021,330000,367700,1743,1.08,280878,2020
5105 SE Elk St,Portland,97222,45.44461441,-122.6110687,1,3,10799,174,2/1/2021,355000,395600,1731,1.08,340628,2020
5375 NE 16th Ave,Portland,97211,45.5620575,-122.6490097,3,3,3484,172,2/1/2021,780000,833600,3196,1.12,725180,2020
8436 SW Langtree St,Tigard,97224,45.4070282,-122.7640305,3,3,4791,168,2/1/2021,450000,490000,2199,1.13,383870,2019
13469 SW Essex Dr,Tigard,97223,45.4222641,-122.8203354,4,5,9583,167,2/1/2021,570000,620300,2849,1.13,553250,2019
15320 SW Alderbrook Dr,Tigard,97224,45.40926743,-122.7706757,3,3,9147,167,2/1/2021,475000,516900,2842,1.13,439150,2019
4912 SE 74th Ave,Portland,97206,45.48762512,-122.5867844,3,4,4791,175,2/1/2021,533000,575500,2530,1.12,332370,2020
4315 SE Henderson St,Portland,97206,45.46993256,-122.6175385,3,4,5662,172,2/1/2021,689000,736300,3037,1.12,724720,2020
5675 NW Lark Meadow Ter,Portland,97229,45.56071091,-122.8540115,3,4,3484,174,2/1/2021,595000,653900,2795,1.13,485630,2019
11665 SW Manzanita St,Tigard,97223,45.44029236,-122.7967682,2,3,7840,168,2/1/2021,480000,522700,2366,1.13,378050,2019
11197 SW Ellson Ln,Tigard,97223,45.44031143,-122.7925186,3,4,7405,168,2/1/2021,680000,740400,3095,1.13,592040,2019
4924 N Williams Ave,Portland,97217,45.5586853,-122.6663666,1,3,5227,175,2/1/2021,549000,592800,2589,1.12,485040,2020
2316 NE Ainsworth St,Portland,97211,45.56604767,-122.641983,2,3,4791,174,2/1/2021,575000,620600,1995,1.12,494480,2020
5445 SE 44th Ave,Portland,97206,45.48285294,-122.6179047,2,3,7840,174,2/1/2021,476000,513700,2580,1.12,488700,2020
6024 N Commercial Ave,Portland,97217,45.56690216,-122.6709213,1,4,5000,176,2/1/2021,161230,674300,2500,1.12,483690,2020
4329 SE 76th Ave,Portland,97206,45.49114609,-122.5850067,2,3,8712,178,1/29/2021,605000,654000,2250,1.12,476000,2020
7229 SE Harold St,Portland,97206,45.48327637,-122.5884323,2,3,4791,178,1/29/2021,600000,648600,2549,1.12,327530,2020
3419 SE 59th Ave,Portland,97206,45.49794006,-122.6022415,2,4,6098,178,1/29/2021,600000,648600,2849,1.12,532500,2020
6317 SE 40th Ave,Portland,97202,45.47668457,-122.6218643,2,2,4792,178,1/29/2021,519500,561500,2492,1.12,480860,2020
414 SW Edgecliff Rd,Portland,97219,45.43099976,-122.6591492,5,5,53143,178,1/29/2021,2500000,2792300,11186,1.08,1809507,2020
15085 SW Dawn Ct,Tigard,97224,45.41091537,-122.771637,3,4,9583,171,1/29/2021,565000,616100,2849,1.13,446620,2019
13335 SW Ash Ave,Tigard,97223,45.42353821,-122.7759018,1,3,11761,171,1/29/2021,425000,491400,1896,1.13,388410,2019
15611 SW Colyer Way,Portland,97224,45.40686417,-122.8208847,2,3,5227,171,1/29/2021,350000,381700,2263,1.13,383670,2019
16205 SW Cameron Ct,Tigard,97223,45.41843796,-122.843689,3,4,6098,171,1/29/2021,565000,616100,2499,1.13,482960,2019
13263 SW Summit Ridge St,Tigard,97224,45.41032028,-122.8129654,3,6,5227,171,1/29/2021,660000,719700,3423,1.13,531710,2019
6226 NE 9th Ave,Portland,97211,45.56794357,-122.6556625,2,2,4791,178,1/29/2021,630000,681000,2394,1.12,400000,2020
6346 NE Rodney Ave,Portland,97211,45.5684166,-122.6644135,3,4,4791,178,1/29/2021,554000,598800,2635,1.12,429940,2020
6358 NE 31st Ave,Portland,97211,45.56905365,-122.6335449,1,3,6098,178,1/29/2021,487800,527300,2577,1.12,486800,2020
3040 NE Bryant St,Portland,97211,45.57258224,-122.6340332,3,4,14810,178,1/29/2021,572000,618300,2995,1.12,632900,2020
10673 SW 127th Ct,Tigard,97223,45.44271851,-122.8072891,2,3,5662,171,1/29/2021,487000,526700,2379,1.13,397640,2019
12055 SW Lincoln Ave,Tigard,97223,45.43336487,-122.7719498,1,3,6970,171,1/29/2021,368000,401300,1950,1.13,295530,2019
5835 SE 17th Ave,Portland,97202,45.48028183,-122.6487274,1,2,4791,178,1/29/2021,500000,540900,1850,1.12,385930,2020
12920 SE Briggs St,Portland,97222,45.4292984,-122.6280441,2,3,23522,178,1/29/2021,511000,570800,2643,1.08,367518,2020
9607 SE 38th Ave,Milwaukie,97222,45.45362091,-122.6237946,2,3,7840,178,1/29/2021,489000,546200,2753,1.08,431659,2020
12430 SE Alchar Dr,Portland,97222,45.43279648,-122.6322937,2,4,10018,178,1/29/2021,403300,450500,2497,1.08,377772,2020
5210 SE Malden Dr,Portland,97206,45.46527481,-122.6097717,2,3,7840,178,1/29/2021,499900,540400,2526,1.12,324680,2020
14636 NW Dawnwood Dr,Portland,97229,45.56503296,-122.8280563,3,4,4356,178,1/29/2021,610000,671800,2809,1.13,529700,2019
8616 SE 16th Ave,Portland,97202,45.46043015,-122.6487122,1,1,2614,180,1/29/2021,269000,291800,1114,1.12,298110,2020
3597 NW Sunset View Ter,Portland,97229,45.54566574,-122.7896652,3,4,6534,178,1/29/2021,630000,693800,2910,1.13,548980,2019
3712 NW Dallas Pl,Portland,97229,45.54643631,-122.7897491,3,4,4356,178,1/29/2021,582000,641000,2575,1.13,544570,2019
1019 NW Joy Ave,Portland,97229,45.52734756,-122.8117752,2,3,7405,178,1/29/2021,530000,583700,2150,1.13,480920,2019
4613 NW 131st Ave,Portland,97229,45.55299377,-122.8125458,3,5,7840,175,1/29/2021,950000,1039300,4253,1.13,868450,2019
3845 SE Clinton St,Portland,97202,45.50357819,-122.6232605,3,5,7405,175,1/29/2021,840000,898600,3502,1.12,760010,2020
6320 SW Dolph Dr,Portland,97219,45.46126938,-122.7427216,3,4,16552,175,1/29/2021,829000,886900,3558,1.12,733420,2020
5135 SE Knapp St,Portland,97206,45.47069931,-122.6102142,1,2,5100,180,1/29/2021,333333,433200,1995,1.12,285840,2020
7505 SE 60th Ave,Portland,97206,45.46841049,-122.6023941,1,3,5662,180,1/29/2021,359000,389400,1975,1.12,309030,2020
8880 NW Cornell Rd,Portland,97229,45.52859116,-122.7685623,3,4,20037,178,1/29/2021,609804,671600,3482,1.13,539490,2019
16772 NW Countryridge Dr,Portland,97229,45.554142,-122.8488312,3,4,6534,179,1/27/2021,557862,614700,2795,1.13,498890,2019
10382 NW Alpenglow Way,Portland,97229,45.52266693,-122.784111,3,3,9583,180,1/27/2021,612000,674700,2495,1.13,531340,2019
7405 SE Tibbetts St,Portland,97206,45.5002594,-122.5868607,2,4,6098,179,1/27/2021,599400,648200,2594,1.12,466280,2020
16984 NW Viola St,Portland,97229,45.57353973,-122.8530045,4,5,3049,180,1/27/2021,632200,696900,2650,1.13,582090,2019
8247 N Fowler Ave,Portland,97217,45.58305359,-122.7070618,3,3,2613,180,1/27/2021,531900,575400,2849,1.12,484890,2020
5460 NW Primino Ave,Portland,97229,45.55862427,-122.8108521,4,5,6969,177,1/27/2021,900000,985600,4033,1.13,845640,2019
7205 N Greeley Ave,Portland,97217,45.57552338,-122.6958008,2,5,4791,179,1/27/2021,599900,648700,2928,1.12,486680,2020
1831 NW Columbine Ln,Portland,97229,45.53617859,-122.7611847,3,4,10018,177,1/27/2021,727500,778800,3994,1.12,753740,2020
4820 SE 32nd Ave,Portland,97202,45.48775864,-122.632103,2,3,5227,180,1/27/2021,507000,548400,2796,1.12,485400,2020
2187 NW Jessamine Way,Portland,97229,45.53512573,-122.8107986,3,4,6534,176,1/27/2021,775000,848300,3471,1.13,700820,2019
5040 SE Ellis St,Portland,97206,45.48185349,-122.6103287,2,3,7405,180,1/27/2021,563000,688400,2664,1.12,535730,2020
2411 NW Birkendene St,Portland,97229,45.54049683,-122.7752914,3,4,8712,177,1/27/2021,700000,749400,2929,1.12,594100,2020
10865 SW Briarwood Pl,Tigard,97223,45.44133377,-122.8114548,2,2,1742,172,1/27/2021,352000,391700,2100,1.13,319140,2019
11149 SW Eschman Way,Tigard,97223,45.43959427,-122.8107834,3,4,5227,172,1/27/2021,555000,581600,2795,1.13,440130,2019
2637 SW Ridge Dr,Portland,97219,45.45593643,-122.7047195,3,3,6969,180,1/27/2021,585000,632800,2762,1.12,464880,2020
16650 SW Queen Mary Ave,King City,97224,45.40000916,-122.8023148,1,2,3920,172,1/27/2021,321000,350200,1434,1.13,265270,2019
8415 SW 19th Ave,Portland,97219,45.46389008,-122.6975327,1,2,4791,181,1/27/2021,235000,255000,1881,1.12,260170,2020
586 S Palatine Hill Rd,Portland,97219,45.45150757,-122.6738052,3,4,25264,176,1/27/2021,976000,1044500,4192,1.12,543500,2020
1002 SE Rex St,Portland,97202,45.46981049,-122.655777,2,3,5000,176,1/27/2021,780000,834700,2934,1.12,540910,2020
5715 N Minnesota Ave,Portland,97217,45.56437683,-122.6794739,1,2,4791,180,1/27/2021,479000,533800,1981,1.12,471580,2020
6226 SE 40th Ave,Portland,97202,45.477314,-122.6213379,2,4,4791,179,1/27/2021,635000,686700,2864,1.12,513700,2020
5946 SE 22nd Ave,Portland,97202,45.47932816,-122.6431503,1,3,4791,180,1/27/2021,530000,573300,2495,1.12,449280,2020
9220 SW Brier Pl,Portland,97219,45.45861816,-122.678566,1,3,7405,180,1/27/2021,495000,535500,2549,1.12,356500,2020
5546 N Denver Ave,Portland,97217,45.56339645,-122.6871567,2,4,5000,182,1/27/2021,325000,678100,2550,1.12,499710,2020
10225 SE 41st Ct,Portland,97222,45.44881439,-122.6210327,1,3,7921,179,1/27/2021,335000,374400,2496,1.08,331021,2020
4543 SE Logus Rd,Milwaukie,97222,45.45077133,-122.6161728,3,3,12632,179,1/27/2021,477000,533100,2694,1.08,505824,2020
10966 SE 64th Ave,Milwaukie,97222,45.44353867,-122.5969086,3,5,7840,180,1/27/2021,497000,555700,2594,1.08,382345,2020
4345 NE 40th Ave,Portland,97211,45.55438614,-122.6227264,1,3,5227,179,1/27/2021,640000,692100,2574,1.12,588210,2020
7417 SE Duke St,Portland,97206,45.4760437,-122.5861588,1,2,3484,181,1/27/2021,324900,352600,1838,1.12,364050,2020
6213 N Michigan Ave,Portland,97217,45.56798172,-122.6772537,2,3,6098,179,1/27/2021,650000,702900,2949,1.12,548390,2020
1724 NE Dekum St,Portland,97211,45.57165146,-122.6478043,3,4,4791,179,1/27/2021,575000,621800,2966,1.12,575640,2020
16965 NW Viola St,Portland,97229,45.57383728,-122.8525009,2,4,3920,157,1/26/2021,632200,683500,2595,1.13,512610,2019
5915 SE 19th Ave,Portland,97202,45.4797554,-122.646637,2,3,4791,181,1/26/2021,605000,654700,1990,1.12,488000,2020
7115 SE 71st Ave,Portland,97206,45.47152328,-122.5906143,2,2,3920,183,1/26/2021,345000,374700,1995,1.12,278360,2020
16080 SW 146th Ave,Tigard,97224,45.40343857,-122.8269272,3,4,9583,174,1/26/2021,602500,657900,2854,1.13,507940,2019
425 N Marine Dr,Portland,97217,45.60223389,-122.6705246,1,2,4791,183,1/26/2021,323494,351300,1981,1.12,188720,2020
6614 SE 19th Ave,Portland,97202,45.47543335,-122.6456146,1,3,5000,183,1/26/2021,293000,732600,2600,1.12,613550,2020
6854 NW 167th Ave,Portland,97229,45.56912613,-122.8489227,3,5,6098,181,1/26/2021,649000,715800,2895,1.13,607040,2019
16987 NW Madrone St,Portland,97229,45.57529831,-122.8525314,4,5,3484,181,1/26/2021,575000,634200,2595,1.13,542180,2019
3014 SE Gladstone St,Portland,97202,45.49311066,-122.6342621,1,3,4791,181,1/26/2021,512000,554100,2595,1.12,418490,2020
11215 SW Cottonwood Ln,Tigard,97223,45.44167328,-122.7926559,2,3,8276,174,1/26/2021,350000,382200,2299,1.13,415060,2019
1739 SE Lexington St,Portland,97202,45.46725845,-122.6461487,2,4,4791,181,1/26/2021,649950,703400,2996,1.12,732430,2020
5822 NW Redfox Dr,Portland,97229,45.56168747,-122.8058243,4,5,5227,178,1/26/2021,690000,756000,3569,1.13,609950,2019
4828 SE 35th Ave,Portland,97202,45.48774338,-122.6278381,3,5,7840,178,1/26/2021,689950,833000,2980,1.12,660070,2020
10455 SW Ridgeview Ln,Portland,97219,45.44946289,-122.6953583,3,5,13068,178,1/26/2021,660000,706800,2713,1.12,557850,2020
9631 SE 42nd Ave,Milwaukie,97222,45.45339203,-122.6205368,2,5,19166,181,1/26/2021,514000,575100,2697,1.08,515166,2020
4087 SE Johnson Creek Blvd,Milwaukie,97222,45.46076965,-122.6213074,2,3,8276,181,1/26/2021,330000,369200,2725,1.08,228133,2020
4322 SE Mitchell St,Portland,97206,45.48545837,-122.6179123,1,2,4791,182,1/24/2021,476000,515300,1995,1.12,442890,2020
7765 SW Gentle Woods Dr,Tigard,97224,45.41067123,-122.7567902,3,5,10454,175,1/24/2021,552000,659900,2499,1.13,510950,2019
10324 SW 59th Pl,Portland,97219,45.45096588,-122.7372665,3,3,7405,182,1/24/2021,575000,622500,2849,1.12,509490,2020
6835 N Concord Ave,Portland,97217,45.57226181,-122.6845703,2,3,4791,182,1/24/2021,550000,595400,2394,1.12,430880,2020
12040 NW Tualatin Ave,Portland,97229,45.57784653,-122.7997437,3,3,373744,151,1/24/2021,1126335,1191500,3700,1.12,806970,2020
6548 SE 48th Ave,Portland,97206,45.47525024,-122.6130676,1,2,6969,184,1/24/2021,188201,433900,1918,1.12,251300,2020
14270 SW Koven Ct,Tigard,97224,45.4168663,-122.8376465,3,3,20908,175,1/24/2021,850000,928700,3812,1.13,773840,2019
1612 NE Going St,Portland,97211,45.5561409,-122.6483688,1,3,4791,184,1/24/2021,132621,144100,3300,1.12,607720,2020
3058 SE Woodstock Blvd,Portland,97202,45.47886276,-122.6316376,3,3,13068,179,1/24/2021,925000,990900,3978,1.12,915150,2020
7027 SW 11th Dr,Portland,97219,45.47328568,-122.689003,3,5,6098,179,1/24/2021,784500,840400,2928,1.12,605120,2020
13660 SW Wrightwood Ct,Tigard,97224,45.40673447,-122.8175964,4,4,2613,175,1/24/2021,489000,524000,2710,1.13,401450,2019
6315 N Michigan Ave,Portland,97217,45.56873322,-122.6772461,2,3,6098,179,1/24/2021,690000,739200,2795,1.12,661760,2020
